,제품명,카테고리,내용,별점,가격,감성점수
1213,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 이쁘고 완전 시원해보여여 뱃속둘째아기를 위해 삿는데 첫째가 누워서 안비키네요ㅋ 한세트 더살껄 후회됩니다ㅋㅋ,5,"59,000",0.5
1214,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,비비엔다 인견 쿨매트 오호 넘 시원하고 좋아요 디자인도 귀엽고 특대형 사길 잘한거 같아요 ^^배송도 빠르게오고 좋아요,5,"59,000",1.0
1215,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,인견인데도 부드럽네요! 바스락 소리도 거의 안나고 미끄럼 방지가 되어 있어서 패드가 밀리지도 않구요! 디자인도 너무 귀여워요~~~,5,"59,000",1.0
1216,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 이쁘고 많이 까슬거리지 않아 만족해요^^,5,"59,000",1.0
1217,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인 넘 맘에 들구여 올 여름 저희 아가가 시원하게 보낼수 있을것 같네용,5,"59,000",1.0
1218,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 이쁘고 시원하고 믿고 구매하는 비비엔다에요,5,"59,000",1.0
1219,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,"소재도 너무 좋고, 디자인도 생각 이상으로 예뻐요~^^",5,"59,000",1.0
1220,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,"땀이 많은 아기라 엄청 찾아보고 고민하며 주문 했는데, 만족100%💛 디자인도 너무 예쁘고 제질도 시원시원 너무 좋아요 👍",5,"59,000",1.0
1221,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,일단 디자인이 넘 귀엽고 색감도 좋아요 땀 많은 저희 아기에게 찰떡이에요!!!,5,"59,000",1.0
1222,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,라이브방송보고 구매했어요. 이뻐서 더 만족합니다^^,5,"59,000",1.0
1223,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,배송도 빠르고 쿨매트라 확실히 누웠을 때 시원하구 디자인이 귀여워서 마음에 들어용 ! ㅎㅎ,5,"59,000",1.0
1224,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도예쁘고 무엇보다 질이좋네요.,5,"59,000",1.0
1225,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,시원하고 디자인도 예쁘네요,5,"59,000",1.0
1226,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인 너무 이뻐요!,5,"59,000",1.0
1227,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,인견이라서 너무 까끌거릴까봐 걱정했는데 적당히 부드러워서 애기한테 자극적이지 않을것같아요. 디자인도 괜찮고 인견은 조금 얇은편이라 세탁할때 세탁망 꼭 써줘야 할 것 같고 안이 매쉬소재라 여름에 시원할것 같아요.,5,"59,000",1.0
1228,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,소재 좋아요 ㅎㅎ 그리고 그림도 예쁩니다 소재 느낌 디테일 사진 참고하세요,5,"59,000",0.6666666666666666
1229,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,시원하구 몸에 안달라붙어서 너무 좋아요 디자인도 예뻐서 만족이예요,5,"59,000",1.0
1230,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,배송 오자마자 세탁했고 오늘 밤에 사용 예정입니다!  겨울용 매트 구매해서 여름인 지금도 잘 사용하고 있었는데 땀이 많은 아기라 좀 더 시원하게 자길 바라는 마음에 믿고 구매하는 비비엔다니까 아가가 잘잤으면 좋겠네요~! 배송은 원래 늦어진다고 공지해서 별 생각없이 있어서 기쁜마음으로 받았고요 두께는 저는 적당한거 같아요 딱좋습니다!,5,"59,000",0.75
1231,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,여름에 무조건 이제품 추천입니다  인견이라 까슬거리면 어쩌지 했는데 완전 부드럽고 자국안나고 일반 패드 까는것보다 사용해보니 쾌적해요  디자인도 너무 마음에 드네요,5,"59,000",1.0
1232,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,비비엔다 범퍼침대 쓰고있어서  구입했어요^^ 디자인 이뻐요,5,"59,000",1.0
1233,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,역시 디자인이쁜데 쿨매트가 탄탄한느낌없이 흐물흐물! 매트자체도 또 불량이와서 그냥 적립금받고 쓰기로했어요,1,"59,000",0.0
1234,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,아기가 땀을 덜흘려서 좋아요 적당히 두께감도있고 시원하면서 부드러운소재~ 아기침구는 계속 비비엔다제품으로 쓰고있는데 가성비좋고 만족스럽네요^^,5,"59,000",1.0
1235,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,어린이집 낮잠 이불로 구매했는데 얇고 가볍고 디자인도 이쁘네요,5,"59,000",1.0
1236,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,진짜 시원해요 진작 살껄.   그림듀 넘 이뻐서 만족합니다,4,"59,000",1.0
1237,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,비비엔다로 항상 아이들 침구 챙겨주는 아들둘엄마에요ㅎㅎㅎ첫째 것을 둘째가 먼저 써버려서 이번에 첫째꺼 다시 샀어요^^ 디자인 넘나 예쁘고 아이도 좋아해요~잘쓸게요^^,5,"59,000",0.5
1238,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,사이즈는 아기들 쓰기에 딱좋아요~~근데ㅡ생각보다 무겁내요 ㅜㅜ 주름같은것도 많이 가있구요 그래도 원단은 시원해서 잘쓸꺼같습니다 얼룩말디자인도 넘 이쁘구용,5,"59,000",0.75
1239,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,이벤트기간에 품질좋은 인견쿨매트를 득템해서 더 기분좋고 행복하기까지하네요♡ 원단디자인 완전 엄마 취향저격ㅋㅋㅋ 컬러풀한 프린트 덕분에 더욱더 시원해보여요~ 인견하면 풍기인견이쥬!? 요고 써보구 괜찮다싶음 하나 더 지를까 생각중이에요~ 올여름 비비엔다 인견쿨매트 덕분에 더위걱정 안할꺼에요^^,5,"59,000",1.0
1240,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,매트 정말 이뻐요! 근데 시원한지는 잘 모르겠어요 까슬까슬해서 얼굴비비는 아가들은 조심하셔야할것같아요 전 그래서 머리부분엔 면으로 깔아줘요,3,"59,000",0.5
1241,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,비비엔다 침대를 사용해서 같은 매트로 구매해봤어요! 디자인 제일 예뻐요!!,4,"59,000",1.0
1242,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,인견인데 엄청부드럽네요. 두께감도 있어서 폭신하구요. 올여름 잘 보낼 수 있을 것 같아요. 감사합니다.,5,"59,000",0.75
1243,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,피크닉 가든 실물이 더 예쁘네요 ~ 시원하고 좋을 것같아요  세탁은 아직 안해봤는데  이상없겠죠?,5,"59,000",1.0
1244,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인 너무 예쁘구요~ 만져보니 시원하더라구요. 태어날 애기 침대에 깔아주려고해요ㅋ사은품으로 받은 인견이불도 잘 쓸게요~,5,"59,000",1.0
1245,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,"아기가 태열이 심해 샀는데, 시원해서 얼굴도 진정되고 잠도 푹 자네요. 디자인도 예쁘고 크기도 넉넉해서 지금은 반으로 접어 쓰고 있어요.",5,"59,000",1.0
1246,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,폭신폭신하고 시원해서 애기가 잘 누워있어요! 디자인도 너무 예뻐서 맨날 여기눕혀 사진찍어요^^  다른 디자인으로 하나 더 구매하고싶어요~~,5,"59,000",1.0
1247,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,제가 누워봤는데 ㅋㅋㅋ너무 시원하고 디자인도 예쁘고 뭐하나 나무랄게 없네요 ㅎㅎ,5,"59,000",1.0
1248,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,바나나 프린트가 넘 귀여워요^^ 아이도 너무 좋아하네요^^ 시원해서 올여름 땀띠없이 시원하게 보낼것같아요,5,"59,000",1.0
1249,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,그레이체크 너무이뻐요~~!!핫딜또해주세요~~!!!,5,"59,000",1.0
1250,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인은 너무 예쁜데 세탁하니 비린내가 나요,4,"59,000",0.0
1251,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 이쁘고 깔끔해요 ^^  태어날 아가한테 잘 맞았으면 좋겠네요 ^^,5,"59,000",1.0
1252,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 이쁘고 깔끔해요 ^^  태어날 아가한테 잘 맞았으면 좋겠네요 ^^,5,"59,000",1.0
1253,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 이쁘고 깔끔해요 ^^  태어날 아가한테 잘 맞았으면 좋겠네요 ^^,5,"59,000",1.0
1254,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 이쁘고 깔끔해요 ^^  태어날 아가한테 잘 맞았으면 좋겠네요 ^^,5,"59,000",1.0
1255,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,시원하고 디자인도 너무 이뻐요~,5,"59,000",1.0
1256,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,시원하고 몸에 들러붙지않아서 여름용 이불로 딱인것같아요 이번에 디자인도 이뻐서 만족해요! ㅎㅎ,5,"59,000",1.0
1257,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인이 너무 예쁩니다,5,"59,000",1.0
1258,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,쿨매트가 필요하던 참이였는데 인견에 좋은 가격에 구매할 수 있어서 너무 좋아요! 사이즈도 넉넉하고 디자인도 예쁘고 만족합니다!!,5,"59,000",1.0
1259,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,넘 시원하고 편해요 디자인도 예뻐요,5,"59,000",1.0
1260,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,새로나온 디자인 이쁘고 시원합니다,5,"59,000",1.0
1261,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도이쁘고좋아요,5,"59,000",1.0
1262,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,재질도 시원하고 디자인도 이쁘네옵,5,"59,000",1.0
1263,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,친구추천으로 아기용 구입했어요!! 디자인도 넘이쁘고 잘 사용할것같아요ㅎㅎ,5,"59,000",1.0
1264,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,너무 만족합니다! 디자인도 예쁘고 깔끔해요! 바로 사용합니당~~,5,"59,000",1.0
1265,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,배송도 빠르고 디자인도 예쁘고 좋아요,5,"59,000",1.0
1266,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,사이즈가 가지고있던 범퍼침대와 잘 맞고 디자인도 예쁘네요!!,5,"59,000",1.0
1267,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,질도 좋고 디자인도 예뻐요!,4,"59,000",1.0
1268,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인괜찮고 시원해요 쿠션감도말랑하게 있어서 좋아용,5,"59,000",1.0
1269,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,겨울에 샀는데 겨울에는 따뜻한 효과도 있네요. 여름엔 시원할거 같아요.방안 온도에 따라 기능을 할거 같아요. 디자인도 깔끔하고 마감도 잘되어 있어요. 개인적인 소망은 좀만더 저렴했으면...,5,"59,000",0.8
1270,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,올 여름에쓰려고 샀어요 디자인도이쁘구요,5,"59,000",1.0
1271,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인 이뻐요! 올여름에 쓰려고 샀어요,5,"59,000",1.0
1272,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,바나나 프린트 귀엽네요 ㅎ 근데 전 전에 수박이 좀 더 귀여운듯.이건 테두리 부분이 프린트가 좀 비치네요 ㅠ 이염된줄. ㅜㅜ 기린있는 가든 무늬는 깔끔햇는데. 조금 아쉬워써요. 여름 지나가거 있지만 추워도 땀은 흘려서 계속 사용햅주려고 해요.,5,"59,000",0.6
1273,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,완젼 마음에 듭니다. 디자인도 예쁘고 전혀 밀리지도 않고 좋습니다,5,"59,000",1.0
1274,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 좋고 부드러워서 재구매 했어요 아기가 시원한지 잘자서 좋아요 인견쿨매트중 품질 제일 좋은거같아요,5,"59,000",1.0
1275,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,"예쁜 깔끔 디자인에, 절대 스크래치 제품이라고는 상상할 수 없는ㅋㅋ 퀄리티가 아 주 아주 좋아요엨 ㅋㅋ",5,"59,000",0.5
1276,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,역시 비비엔다에요!!! 오자마자 세탁기에 돌리고 아가 침실에 깔아줬어용! 맨 자고 일어나면 머리에 땀이 흥건했는데 낼 아침엔 땀 없이 일어나겠쥬? 디자인도 너무 사랑스럽고 비비엔다 짱이에여!!,5,"59,000",1.0
1277,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 깔끔하고  세번정도 세탁기에 섬세코스로 돌렸는데  흐트러짐하나 없이 튼튼해요  아이 이케아 부숭에 침대에 올려서 사용중인데  사이즈가 옆으로 좀커서 고정을 못하는데 미끄럼 방지가 잘 되어있어서  자고 일어나도 밀림없이 그대로에요  누울때 시원하고 확실히 일반 패드에서  잘때보다  땀도 덜흘리고 좋아요,5,"59,000",1.0
1278,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인 상큼하고 예뻐요! 무엇보다도 시원하네요! 미끄럼방지도 잘되어서 밀리지않고 좋아요~^^딸이 엄청 마음에 드는지 깔아주자마자 누워서 뒹굴었네요!,5,"59,000",1.0
1279,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,같이 누워보면 시원해요 그림도 이뻐요 이거 쓰고 아기가 잘자서 추가구매했어요,5,"59,000",1.0
1280,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,"비비엔다 비비필로우는 사용하고 있었고 침구류는 처음 구매했어요, 주위에서 좋다고 이야기는 들었었는데 직접 보고 사야하는 편이라서 쉽게 구매하지 못했었어요 이번에 날씨가 빨리 더워지면서 쿨매트 알아보던중에 디자인도 예쁘고 좋아보여서 구매하게 됬는데 완전 만족해요ㅎ 오자마자 세탁하고 아가 범퍼매트에 깔아줬는데 평소 뒤집어 있으면 땀도 많이 나면서 그렇지 않더라구요ㅎ 저도 같이 누워봤더니 너무 시원해요 느낌도 좋구요 몸이랑 엉겨붙지? 않는... 절대 찝찝하지 않아요 ㅋㅋㅋ  시원해서 그런지 아가가 오늘은 일찍이 잠들었어요 너무 잘산거같아요!",5,"59,000",0.5555555555555556
1281,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,이불패드 찾아보다가 쿨매트를 구입하게 됐는데 시원하네요 디자인도 정말 예뻐요 특대형 범퍼침대에 딱 맞아요 인견 소재 자체가 부드럽지는 않아서 약간 까슬거리는데 그건 감안했던거라 괜찮아요  접어서 보관 가능한 게 좋긴한데 접히는 부분에 주름은 세탁해도 안없어지네요ㅠㅠ,5,"59,000",0.5
1282,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,그림이 귀여워요 아랫면에 미끄럼방지도 되어있고 시원해요,5,"59,000",1.0
1283,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,친언니땜에 알게된 비비엔단데  이제는 언니가 안사도 저혼자 막 구매하고 애기침구류는 다 비비엔다에요 ㅋㅋ 절 닮아서 열이 많은 아가라 베개도 이불도 다 거즈이불이나 인견베개시트 등등 다 시원한 소재로 쓰는데  바닥에 까는 쿨매트는 아직 못사서 고민하거 잇엇거든요. 이것도 비비엔다에서 사려고 보고잇던중에  인견쿨매트가 나와서 것도 할인해서  바로 겟햇어요 ㅎㅎ  실제로 받고보니 크기도 딱 적당하고 시원하고 좋아요 ㅎㅎ  아! 또 저한테 잇어서 매우중요한거 ㅣ! 소리가 안나요 ㅎㅎ  예전에 모회사 쿨매트를 사는데 뽀득뽀득 소리에 밀리기도 해서 못쓰고 쳐박아둿거든요 ㅠㅠ 잠귀가 밝은 아가라 소리가 나면 암만 좋아도 못써요 ㅠ 암튼 소리도 안나서 너무 좋네여 ㅎㅎ 아기도 자기꺼라는걸 아는지 바로 앉아서 발로 부비부비 해요 ㅎㅎ 이번에도 비비엔다 구매 성공햇어요 ㅎㅎ,5,"59,000",1.0
1284,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,비비엔다 범퍼침대 이어서 인견쿨매트 후기보고 구입했어ㅋ일주일 넘게 기다렸는데 제품을 받고 대만족 디자인도 예쁘고 소재도 좋고👍👍갑자기 더워져서 아기가 낮이랑 밤에 조금 더워했는데 오늘부터 시원하게 보낼수 있겠어요 ㅋㅋ세탁후 깔아줬더니 신나서 발로 뻥뻥차고 난리났네요 ㅋㅋㅋ,5,"59,000",0.5
1285,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,비비엔다 침구류 거의다 써보는데 항상 너무 만족해서 주변에도 추천하면 다들 좋아하시네요~ 항상 아기가 먼저 알아보는데 누워서 뒹굴거리고 넘 좋아해요 ㅋ 인견이라 바람불면 더 시원하고 끈적임도 없고 무엇보다 이번에 디자인 너무 예뻐요 ! 접어서 편안하게 보관도 가능하고 만족합니다 !,5,"59,000",1.0
1286,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,점점 날씨가 더워져서 땀많은 우리 아기 걱정때문에 이제 슬슬 여름이불로 바꿔줘야겠다는 생각에 여름에는 인견소재가 좋다고 해서 여기저기 검색했는데 인견 100%에 3D에어매쉬로 통풍도 잘된다고 하고 디자인도 너무 너무 마음에 들어 매트랑 이불 셋트로 바로 구매했네요 ~택배도 빨리 도착해서 오자마자 사용했는데 아기가 너무 너무잘자네요~ 이번 여름 잘 넘어 갈꺼 같네요~ 한셋트만 구매했었는데 한셋트 더 구매해서 번갈아가며 사용해야겠어요~,5,"59,000",1.0
1287,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,사진보다 밝은 느낌이지만 시원하고 좋습니다,4,"59,000",1.0
1288,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,받자마자 세탁하고 아기 노는 매트에 깔았어요~ 디자인도 너무 예쁘고 바닥이 논슬립이라 아기가 아무리 돌아다녀도 절대 밀리지 않네요!! 역시 비비엔다! ^^,5,"59,000",1.0
1289,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 깔끔하고~ 도톰하고 시원해요~~  지금은 아기침대에 접어서 사용하고~ 나중에 애기 크면 펼처서 사용하면 될거 같아요 크기도 넉넉합니다!!! 접어서 세탁 할 수 있어서 좋아요~,5,"59,000",1.0
1290,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,며칠전 오픈특가 뜬 비비엔다 인견쿨매트 왔어요~ 도착하자마자 부드러운지가 젤 궁금해서 얼른 뜯어봤는데 인견인데도 진짜 부드럽네요~~ 디자인도 넘 예쁘구요~~ 소재랑 디자인은 일단 만족이구요!!! 둘째가 땀이 많아서 누운자리가 벌써 땀으로 범벅되어 젖어서 구매한건데 써봐야알겠지만 시원하겠죠?? 일단 만져보니 시원한 느낌은 드는데 울 아가 시원하게 잤음 좋겠네용,5,"59,000",1.0
1291,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,기존에 컬러팝 매트 이불 셋트 구매했는데 너무 마음에 들어서 한셋트 더 구매해요~ 디자인 색상 다 마음에 들어요~,5,"59,000",1.0
1292,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인은 화면과 같이 상큼합니다 ㅎ 근데 받고 보니 중간중간 은색문양같은게 있더라구요 그걸보고 좀 당황했는데 외에는 만족해요~인견치고 많이 까슬거리지않아서 맘에들고요! 열이 많은 우리아기 올여름 시원하게 잘자길:),5,"59,000",0.8
1293,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,워낙 땀이 많은 아기인데 모달매트부터 쿨매트까지 너무 잘 사용하고 있어요. 이전 버전 먼저 구매하고 마음에 들어서 재구매 했네요. 디자인도 이쁘고 처음 맞이하는 여름 시원하게 잘 보낼수 있을것 같아요.,5,"59,000",1.0
1294,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,베리버블 디자인 너무 상콤합니다.  사진보다 실물이 훨씬 이뻐요!! 쿨매트와 블랭킷 세트로 구입해서 아기침대에 깔아줬어요.  이불을 다 차버리는 딸램 ㅎㅎ 잠들면 살포시 덮어주고 있어요,5,"59,000",1.0
1295,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,갑자기 날이 너무 더워져서 급하게 필요햇는데 제작배송인데도 금방왓어요! 디자인도 생각햇던데로 너무 예쁘네용ㅎㅎㅎ,4,"59,000",1.0
1296,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,태열올라와서 고민하던찰나에 구입했어요. 시원하고 애기도 잘 자네요. 다만 신생아를 바로 눕히기엔 까실한거아닌가싶어서 부드러운 담요를 깔아주고 재우고있어요. 수박무늬도이뿌고 만족해요^^,5,"59,000",1.0
1297,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,세탁기 사용이 가능해서 좋네요 그림도 예쁘고요 깔고 누워봤는데 적당히 푹신해서 더 좋네요,5,"59,000",1.0
1298,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,이번에 디자인이 너무 다양해서 스타일도 다 다르고 많이 고민했어요~ 톡톡튀는게 제 취향은 아니지만 아이들꺼니 밝은게 좋을거 같아 선택했는데 좋은거 같아요!,5,"59,000",0.5
1299,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,아기쿨매트 비비엔다가 유명해서 특가찬스할 때 구매했어요 첫눈에 반한 디자인 피크닉 가든으로 주문했는데 받아보니 실물은 더 예뻐요  열 많은 아가라 시원하게 잘 잘 수 있을 것 같아요,5,"59,000",1.0
1300,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 깔끔하고 너무 시원해요~ 남편이 누워보더니 우리것도 사자고해서 퀸사이즈도 주문했어요^^,5,"59,000",1.0
1301,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,세탁도편하고 디자인도이쁘고 크기도생각보다 커서 아기가더커도 잘쓸거같아용  전에 보* 에서 쿨매트 산적있는데 아웃라스트 그거문제로 버렸거든요 이건그걱정없겠죠? 일단 세탁편해서너무좋고 인견에 쿨매트라서 제가찾던거예요ㅋ,5,"59,000",0.6666666666666666
1302,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,6월 출산예정인데 여름아가라서 특가세일할 때 득템했어요~! 인견 소재는 비비엔다가 유명하다고해서..ㅎㅎㅎ 여름돼고 아아가가 사용해보아야 알겠지만 소재면에서는 좋은 것 같아요^^ 디자인도 너무 맘에 들구요!! 여름이니깐 상큼하게 수박보양이 보기에도 시원해보이네요^^ 잘 쓸게요~,5,"59,000",1.0
1303,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,미끄럼방지 촉감 디자인 다 너무 좋아요!!,5,"59,000",1.0
1304,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인이 생각과는달랐지만 촉감이 시원해요,4,"59,000",1.0
1305,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,시원하고 디자인도 예뻐요,5,"59,000",1.0
1306,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 귀엽고 소재도 좋아 안심돼요.,4,"59,000",1.0
1307,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 깔끔하고 이쁘고 인견이라 시원해요 인견패드와 달리 통기성이 있으니 올 여름 기대합니다. 실오라기 풀림으로 교환신청도 바로해주시고 감사합니다.많이파세요 ^^,5,"59,000",0.75
1308,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,비비엔다는 잔사 및 유해물질 걱정없이 사용해요 이번 여름 디자인도 이뻐요,5,"59,000",1.0
1309,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,너무너무 마음에드네요 디자인도 굿,5,"59,000",1.0
1310,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,곧 여름이라 미리 준비햇어요!  배송이 빨라서 좋고 디자인도 맘에들어요~  기능성에도 합격입니다,5,"59,000",1.0
1311,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,아기가 열이많아 구매했어요 재질도 좋고 디자인도 예뻐요 더 사고싶네요,4,"59,000",1.0
1312,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,특가떠서 정말 저렴하게 잘샀어요!!!!!!!인견이라 그런지 소재도 먼가 독특하고 여름용으로 좋은거 같아여 디자인도 너무맘에 드네용,5,"59,000",1.0
1313,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 화면이랑똑같고 크기도크고 너무좋을거같아요~~~소재도 시원할거같구요 세일까지해서 구매해서 좋네요,4,"59,000",1.0
1314,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인맘에들구요~~ 애기 이불도 더 살까합니다,4,"59,000",1.0
1315,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 넘 예쁘고 아기가 시원해서 안깨고 잘 자요!!,5,"59,000",1.0
1316,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,겨울이라도 아기가 안움직이고 자니까 땀이나서 더워서 깨는거 같아서 주문했어요~세탁도 되고 디자인도 이쁘고 크기도 크고 좋아요~,5,"59,000",1.0
1317,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인도 좋구 원단도 시원할꺼같아요~,5,"59,000",1.0
1318,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,원래쓰던건데 애기가 열이많아 더 구입했어요~디자인도 이쁘고 시원하니 좋아요 땀이 덜나네요,5,"59,000",1.0
1319,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,너무조아요 시원하기도한데 디자인이 너무 취향저격 완전 맘에들어요 크기도 크고 너무좋네요 아기도 올여름 더워하지않고  가격대비 짱,5,"59,000",1.0
1320,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,아주 맘에 들ㅇㅓ요~~ 같은 디자인의 메밀베개랑 주문했어요~~ 범퍼침대랑 사이즈는 조금 다르지만 소재며 세탁방법이며 맘에 들어서 구매하게 되었어요~,5,"59,000",1.0
1321,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,좋아요 보들보들하고 시원해서 땀많은 아기에게 딱 좋아요~ 세탁기 가능해서 좋아요! 디자인도 너무 예뻐요,5,"59,000",1.0
1322,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,디자인굿 디자인 너무 예뻐요! 아가랑도 너무너무 잘 어울리고 매트가 역시 시원해요 굿 대만족입니다!,4,"59,000",1.0
1323,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,추천 인견소재 쿨매트라. 아기한테 시원할것같아서 구입했네요. 디자인도 마음에들고 때마침 할인해서. ㅎㅎ,4,"59,000",1.0
1324,비비엔다 논슬립 인견 아기쿨매트 여름패드,디자인,좋아요 아기가 시원해하는거같네요 아기침대에 깔았는데 디자인도 마음에듭니다 배송도 생각보다 훨씬빠르네요,5,"59,000",1.0
