,제품명,카테고리,내용,별점,가격,감성점수
335,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,선물용으로 샀는데 맘에 듭니다 좋아하네요,5,"23,900",1.0
336,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,배송도 빠르고 보들보들해서 좋아요! 많이 두꺼운 편은 아니여서 반으로 접어서 덮어야할거같아요,5,"23,900",1.0
337,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,모달이라 너무 부드럽고 안쪽 털부분도 따뜻하고 부드러워요. 색상도 딱 원하던 느낌으로 차분하구요 고민했는데 정말정말 만족해요,5,"23,900",1.0
338,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,다우니퍼제품 사용중에 조금 얇은게 필요해서 또 구매했어요 ! 다우퍼는 안감과 겉감이 막 분리되는 느낌은 아닌데 이건 너무 따로노는느낌이네여 ㅠㅠ,5,"23,900",0.5
339,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기가 너무 좋아하는 이불이라 쟁이고 있어용 애착이불입니다,5,"23,900",1.0
340,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기가 너무 좋아하는 이불이라 쟁이고 있어용 애착이불입니다,5,"23,900",1.0
341,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,프린트가 예쁘네요. 보들보들하니 좋아요.,5,"23,900",1.0
342,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,큰거샀다가 애기가 너무좋아해서 작은것도 구매합니다,5,"23,900",1.0
343,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다 크네요..,4,"23,900",0.0
344,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,배송이너무느린점.그래도이쁘네요,3,"23,900",1.0
345,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,이쁘네요 ㅎㅎㅎ 감사합니다,5,"23,900",0.5
346,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,잘받았어요 감사합니다 ㅎㅎ,5,"23,900",0.0
347,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,신생아지만 큰 사이즈로 샀어요ㅋ 디자인도 예쁘고 무엇보다 모달소재 부들하니 좋고 털어도 먼지 많이 안나요~ 안쪽도 극세사라서 얇지만 따뜻하니 좋아요~ 큰애가 이불촉감에 예민해서 진짜 피곤한데 비비엔다 블랑켓 자기가 쓰고싶다고 자꾸 탐내요~하나 더 구매해야될까봐요ㅋ,5,"23,900",1.0
348,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,이불크기가 큼직해서 너무 좋아요! 부드럽고 따뜻해용 ㅋㅋ 아기도 좋아합니다,5,"23,900",1.0
349,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기 겨울이불로 딱이고 외출시에도 챙기기에좋아요. 따뜻하면서 가볍고이뻐요,5,"23,900",1.0
350,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,이불걷어차고자던 울애기 ㅠㅠ 손에 이불 꼭쥐고자는걸봤는데... 그저감사합니다 ㅋㅋ,5,"23,900",0.0
351,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,배송이 느린것같아 취소하려햇는데 바로 왓네요 생각보다 얇지만 사계절용이니 괜찮을거같아요 유아용 사이즈라 넉넉하네요 좋은재질로 만들엇다고 하니 믿고 쓸게요,5,"23,900",0.75
352,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,따뜻할거같고 이뻐여~~,5,"23,900",1.0
353,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기 이불로 딱이에요. 겨울용으로 좋고 너무이뻐요.,5,"23,900",1.0
354,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부들부들하고 무겁지않아서 활용도가 좋아요 건조기에 돌려도 아무이상 없어요~~,5,"23,900",1.0
355,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,겉면과 안면이 분리되고 틀어져서 쫙 펼쳤을때 안쪽면이 울어요ㅠ 그거빼면 좋아요~,3,"23,900",0.5
356,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부드러운소재라 좋고 사이즈가 넉넉해 좋으네요 까는거랑 세트로 사용하는데 디자인도 좋아요,4,"23,900",1.0
357,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"비비엔다 이불이나 수면조끼 다 좋아하는데 겨울이불이 필요해서 고심하다가 이 극세사 이불 샀어요. 털 긴 걸 안 좋아하는데, 극세사라 털이 짧은 것도 맘에 들고 디자인도 차분하니 예뻐요. 비비엔다 주문하면 보통 배송이 오래 걸리던데 이번엔 금방 와서 더 기쁘네요~ 잘 쓸게요.",5,"23,900",1.0
358,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,다우니퍼랑 차렵이불이랑 같이 고민하다가  땀이 많은 아이라서 좀더 얇은걸로 사자 했는데  잘 산거 같아요! 잘때는 이것도 더워서 못덮구요 아침에 추워지면 저랑 같이 덮고 더 잘 자요ㅋㅋ  거즈이불보다 도톰한거 원했는데 이게 딱인거 같아요ㅎㅎ,5,"23,900",0.6666666666666666
359,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부들부들하고 겨울 간절기에 사용하기 좋아요.,4,"23,900",1.0
360,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"크기도, 촉감도 좋아요^^ 배송 걱정했는데 빨랐구요. 아이 이불 대신 산건데 잘 산거 같아요. 아직 침대가 안왔는데 빨리 꾸며주고 싶네요.",5,"23,900",1.0
361,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,극세사 부분이 보들보들하고 좋아요. 겉면도 느낌이 좋네요 깜찍한 디자인까지 마음에 들어요,5,"23,900",1.0
362,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,괜찮긴한대 아무래도 먼지날림이 좀 있긴하네요..,3,"23,900",0.0
363,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,밤비 무늬가 예뻐보여서 선택했어요 따뜻한 느낌보다는 모달이라 그런지 시원한 느낌이 있네요ㅋ 예상한 두께 이고 여러모로 잘 활용 할 것 같아용,5,"23,900",1.0
364,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,보들보들 디자인 화면이랑 똑같고 제품좋아요,5,"23,900",1.0
365,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,예쁘네요 잘쓸게요 굿,5,"23,900",0.5
366,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인도 이쁘고 촉감도 좋아요 아기도 좋아해요^^,5,"23,900",1.0
367,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인은 정말 귀엽고 이뻐요 모달이랑 극세사부분 생각햇던것처럼 부드럽진않은것같아서 조금 아쉬워요,4,"23,900",0.0
368,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,웜옐로우 작은 사이즈 샀다가 마음에 들어서 큰 사이즈로도 샀어요 생각보다 얇긴한데 의외로 따뜻해요ㅋ 몸에 착착 감기는게 좋네요 물론 디자인도 넘 귀엽구요,5,"23,900",1.0
369,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,진짜 잘 샀다고 생각하는 이불입니다. 가벼우니 이불덮 싫어하는 아기도 덜 불편해하고 잘 덮고 자네요. 한쪽면은 또 면이라 아기가 그 부분 바스락 거리는 느낌 만지면서 스르르 잠에 빠지고 아토피기 있는 아기인데 부드러워서 얼굴에 비비는데 상처도 안 나요 진짜 좋아요,5,"23,900",1.0
370,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,선물했는데 너무 만족스럽게 잘 사용중이라고 합니다.,5,"23,900",1.0
371,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,너무잘사용하고있어요,5,"23,900",1.0
372,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,블랭킷이라는걸 처음 구매해봤는데 일단 예뻐서 맘에 들고 극세사나 면재질이나 촉감이 좋네요,5,"23,900",1.0
373,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"다행히도3년을끼고살던이불을 대체했네요, 안하려고하면 어쩌나했는데, 좋아해줘서다행이었어용ㅎㅎ 애착이불이라서 어떻게떼나고민했는데, 비비엔다덕분에 버렸습니다!!ㅎㅎ",5,"23,900",1.0
374,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,너무 좋아요 아기가 뷰들부들 해서 좋은가 봐요,5,"23,900",0.5
375,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부들하니 좋네요~가볍고 어디에나 쓸수있어 좋아요ㅎㅎ,5,"23,900",1.0
376,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,살짝 아쉬운게 겉면이랑 안감이랑 분리되서 따로 놀더라고요ㅠ 그게 아쉬워요 그거 빼면 마음에 듭니다~ 조카도 좋아하고 언니오빠도 필요했는데 사이즈도 커서 좋다고하네요~,4,"23,900",1.0
377,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아이가 부들부들 극세사를 찾아 엄청고심하고찾아서 먼지가 덜날것같은 최선의선택을 해서 구매했어요 후회없네요^^,5,"23,900",1.0
378,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다 얇은데 쫌만 더워도 땀나는 저희 아이에게는 딱이에요 아이가 부드러운감촉이 좋은가봐요ㅋ 근데 세탁하고나니 극세사부분과 천부분이 쫌 따로노는느낌? 그것만 개선되면 크기 촉감 다 좋아요,4,"23,900",1.0
379,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,도톰하고 좋아요 디자인도 good,5,"23,900",1.0
380,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,색도 맘에들고 가벼워요,5,"23,900",1.0
381,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아이가 만지작만지작하면서 너무좋아해요 ㅎ 디어퍼피구매후 재구매입니다 ^^,5,"23,900",1.0
382,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,하나 더 사서 세탁해서 쓰려고 주문했어요 너무 좋아요,5,"23,900",1.0
383,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,사이즈가 생각보다 작긴한데 신생아한테 쓸거니까 괜찮은거 같아요 ㅎㅎ 고양이한테 덮어줬더니 고양이가 굉장히 좋아해요 ㅎㅎ 따뜻한건 증명되서 맘에듭니다~,5,"23,900",1.0
384,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,가볍고 보들보들하니 좋아요 색상은 사진보다는 약간 어두운 노란색 약간 갈색? 느낌인데 너무 밝은 노란색보다는 은은하니 이뻐요,5,"23,900",1.0
385,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부드럽고 사이즈고 딱 좋아요,5,"23,900",1.0
386,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,크지만 생각보다 얆아서 가지고 다니기 편해요,5,"23,900",1.0
387,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,가볍고 진짜 신생아이불로 좋은 것 같아요,5,"23,900",1.0
388,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기가 좋아해요 부드럽고 비비엔다 토퍼랑 함께 구매했어요,4,"23,900",1.0
389,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기이불로 구매한건데...너무 좋아요~~부드럽고...양면으로 쓸수있는거라 유용하게 잘쓸거같아요~~,5,"23,900",0.3333333333333333
390,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,화면과 같아요. 작아서 더 귀엽네요,5,"23,900",1.0
391,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,배송은 좀 늦었습니다. 여러상품 주문했는데 누락된 상품 있었구요. 누락상품 빠르게 보내주셨구요. 저는 뭐 괜찮았는데 예민하신분은 화내셨을거 같아요. 부들부들 좋네요. 털도 많이 안빠지는것 같고 눈에보이지 않는 품질은 상세내용 에 있는 내용 믿어보렵니다.,4,"23,900",0.3333333333333333
392,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부드럽고 따뜻해서 좋아요,5,"23,900",1.0
393,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,딸래미 어린이집 낮잠이불로 구매했어요~ 주문받고 제작하는 상품인지 몰라서 생각보다 배송은 시간이 좀 걸렸지만 문의글 남길때마다 친절하셨고 상품 받아보고는 바느질도 꼼꼼해서 마음에 들었네요^^ 딸래미도 좋아해요~~ 잘 쓸께요!,5,"23,900",1.0
394,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,주문제작이라 배송은 좀 늦었지만 상품은 만족해요! 열이 많은 아가라 겨울 담요라도 많이 두껍지 않은 걸 찾고 있었는데 딱 알맞은 두께예요.,5,"23,900",1.0
395,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,애기가 비비엔다 이불 여름 가을 세트를 쓰고 있어요~ 너무 좋아서 추가로 블랭킷 구매해서 잘 쓰고 있어요~,5,"23,900",1.0
396,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"강아지 프린트가 너무 귀여워요~ 모달소재라 보들보들하고 열이 많은 아가라 일부러 얇은걸로 주문 했는데 좋네요~ 밤에 잘때 뿐만아니라 유모차, 카시트에서 담요로 덮어도 좋을거같은 크기에요~ 근데 배송은 주문후 제작이라 그런지 정말 오래걸리네요ㅠㅠ",4,"23,900",1.0
397,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기가 열이 많은 편이라 얇은걸 찾았는데 진짜 엄청 얇긴 하네요 ㅎㅎ그래도 극세사 들어가 있으니 괜찮을거 같아요 여름에 비비엔다 제품 너무 잘써서 계속 비비비엔다 제품만 구매하게 되네요 최고에요,5,"23,900",1.0
398,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다 얇았는데 그래도 부들부들하니 아기가 쓰기 좋은 것 같아요❣️,5,"23,900",1.0
399,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다 사이즈도 넉넉하니 아이가 좋아하네요 그림도 예쁘고 촉감도 좋아요~,5,"23,900",1.0
400,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,더운집에서 아가들 덮어줄 이불 찾은건데요 두께도 부드러움도 너무 만족합니다. 두꺼운 이불도 욕심나네요!!,5,"23,900",1.0
401,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기 낮잠잘때 다리쪽에 살짝 덮어주려고 주문했어요. 두껍지 않아서 만족합니다. 부드러운 촉감이 좋은지 아기가 너무 좋아하네요^^,5,"23,900",1.0
402,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,고민하다가 구매했는데 너무 만족해요! 고민한게 아까울정도로 실물이 훨씬 이쁘고 무엇보다 소재가 좋아서 만족스럽네요~ 패턴도 귀여워요,5,"23,900",1.0
403,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,보들보들~ 일부러 같은 패턴으로 시켰어요! 세트같아요  맘에듭니다♡,5,"23,900",0.6666666666666666
404,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아이가 너무 맘에 들어합니다. 퀄리티도 좋구 배송도 지연이라했지만 빠릅니다!,5,"23,900",1.0
405,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기 겨울이불로 여기저기 둘러보고 알아봤는데 재질도 너무 좋고 아기가 푹 자네요ㅎㅎ  너무 폭신폭신하고 좋아요,5,"23,900",1.0
406,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"도노도노 범퍼침대 베이직에는 약간 큰데, 사이즈 확인하고 약간 클 거 알고 샀어요~ 그냥 옆으로 튀어나와도 여유있게 깔아주려고요! 폭신폭신 부들부들 넘 맘에드네요 ❤️ 극세사 블랭킷은 생각보다 얇긴 한데, 신생아들 두꺼운거 덮어주면 태열올라온다고 해서 거즈블랭킷으로 사야하나 고민하다가 아무래도 집이 추워 극세사가 나을 것 같아 골랐는데 선택 잘한것같아요! 가볍고, 따뜻할것 같네용~",5,"23,900",1.0
407,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,따뜻하고 아기가 좋아합니다,5,"23,900",1.0
408,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"아주아주만족👍 색감이너무예뻐용 두개삿는데,미리두개정도더살껄그랬나바요ㅜ",5,"23,900",1.0
409,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,겨울에는 어짜피 난방때문에 적당히 얇은이불 사고싶어서 찾았는데 딱인거 같아요 그림도 너무 귀여워용,4,"23,900",1.0
410,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다두껍지않고가볍고몸에착감기네요 난방을하기때문에쓰기에는적당할꺼같아요ㅎ 바닥패드랑세트로했는데기여워요,5,"23,900",1.0
411,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,겨울이불로 구매 했어요. 라지로 구매 했는데 생각보다 크네요. 안감이 부드럽고 따스해요.,5,"23,900",0.6666666666666666
412,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,체크 예뻐요! 근데 좀 더 베이지 색상에 가까웠으면 좋겠어요!,5,"23,900",1.0
413,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,출산 준비로 구입했어요! 디자인도 질도 좋네요^^,5,"23,900",1.0
414,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기는 모달보다 극세사면을 만지는걸 더 좋아하네요~ 사이즈도 넉넉하고 오래 쓸거 같아요,5,"23,900",1.0
415,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,이제 막 돌 지난 둥이들 덮어주려 구매했어요  사이즈도 라지했는데 딱 좋아요!,5,"23,900",1.0
416,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,이제 막 돌 지난 둥이들 덮어주려 구매했어요  사이즈도 라지했는데 딱 좋아요!,5,"23,900",1.0
417,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기 애착이불이라 하나 더 구입했어요  인형보다 더 좋아하네요,5,"23,900",1.0
418,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기가 너무좋아해요 포근하고 따뜻한가봐요  항상 여기꺼만 사용해요 아기재울때 저도 덮어봤는데 정말 좋더라구요,5,"23,900",1.0
419,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,포근하게 덮여서 좋아요,5,"23,900",1.0
420,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부드럽고 따뜻하고 좋아요 ㅎㅎ 앞면은 모달순면 뒷면은 극세사라서 아이 잘때 덮어주기 딱이예요.,5,"23,900",1.0
421,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,이뻐요 소재도부들부들해요,5,"23,900",1.0
422,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,크고좋아요~다른 이불있었는데 얇은거루 하나더 샀네요~~,5,"23,900",1.0
423,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,지난번 큰사이즈로 주문해서 잘쓰고 있어서 이번엔 휴대용으로 사용하려고 작은사이즈샀어요 얇지만 부드럽고 생각보다 따뜻해서 좋아요!,5,"23,900",1.0
424,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,낮잠 잘때 잠깐 덮어주는 이불용으로 유모차에서 블랭킷으로 활용도 좋은 제품입니다 좋아요,5,"23,900",1.0
425,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인과 소재 다 좋아요. 그렇지만 생각보다 얇아서 아쉬웠어요.,4,"23,900",1.0
426,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,따뜻하고 재질도 좋아요,5,"23,900",1.0
427,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,수제작이라고는 하지만 10일 이상 걸리는 일정은 마음에 안들어요,1,"23,900",0.0
428,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,유모차에서 쓸려고 구입했어요  면 부분이 먼지 잘 안붙을 것 같아서 좋네요 무늬도 이뻐요,5,"23,900",1.0
429,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,보들보들 촉감 좋아용! 모양도 이쁘구 사이즈도 윰차에 덮을겸 아직 아가가 작아서 선택했는데 딱이에용 앞뒤가 붙어있으면 더 좋을텐데 사이가 좀 떠서? 그게 조금 아쉽지만 이유가 있겠지유ㅋㅋㅋ 그래도 만족합니당 더 추워지면 두꺼운 퍼? 그걸루 구입 또 해야겠어용♡,5,"23,900",1.0
430,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,사용하면할수록 마음에쏙들어요 다만 큰사이즈로사서 유모차에서쓰기에는 살짝큰감이없진않지만ㅋㅋ 잘쓰고있답니다,5,"23,900",1.0
431,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,빨아보니 그대로네요 배송은 좀 느렸어요 극세사가 좋다 나쁘다는 의견이 많더라구요 진드기가 있을 수 없다는 설명을 보고 구입했어요 얇아서 잘 사용할 수 있을거 같아요,5,"23,900",1.0
432,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인도 깔끔하고 만져보았을 때 부드러워요. 받자마자 빨아서 널었는데 생각보다 금방 마르네요. 2개월 아가 잠시 외출할 때 아기띠에 덮어주고 있어요ㅎㅎ 잘 쓸게요^^,5,"23,900",0.6666666666666666
433,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,사이즈도 적당하고 가볍고 부드럽고 좋아요,5,"23,900",1.0
434,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,배송빠르고 제품좋아요,5,"23,900",1.0
435,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다 사이즈가 커서 좋네요,5,"23,900",1.0
436,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,촉감이 너무 좋아요 크기만 좀 더 컸으면..,5,"23,900",0.3333333333333333
437,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,신생아 이불로 사려고 구입했어요 ㅎㅎ 디자인이며 재질이며 마음에 들어요 ㅎ,5,"23,900",1.0
438,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,원래 쓰던거보단 좀 얇은데 괜찮아요 끝부분이 좀 말려요,5,"23,900",0.5
439,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,사이즈도크고 배송도 생각했던거보다는 빠르게받을수있었답니다. 이번주안에는 받아야했는데 안내도 잘해주셔서 잘받을수있었답니다 . 아직사용해보진않았지만 따뜻하게 잘사용할것같아요,4,"23,900",1.0
440,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,배송은 좀걸렸지만 제품 하자없이 잘왔어요 극세사가 엄청 얇아서 신생아 태열생각하면 딱인거같아요~~세탁후에도 변형없이 예쁘네요,4,"23,900",1.0
441,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,방풍커버 씌운 유모차 안에서 담요로 쓰기 딱 좋아요!,5,"23,900",1.0
442,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"지인이 비비엔다 사용중이라 촉감 만져보고 샀는데,  부드럽고 좋아요",5,"23,900",1.0
443,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,만족해요 부드럽네요,4,"23,900",0.5
444,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,앞쪽은 예쁜 프린트면이고 뒷쪽은 보송한털이 있어서 부드러워요 겨울에 너무 두껍지 않은 이불로 잘 사용할 수 있을거 같아요,5,"23,900",1.0
445,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인도깔끔하고 보들보들하면서 따뜻함이느껴져요 솜이불삿다가 아기가넘뒤집어서 다시또구매하네요  이뻐요,5,"23,900",1.0
446,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,밤비드림 패드를 쓰고 있어서 같은 디자인으로 이불도 구매했어요 생각보다 사이즈가 크고 질도 좋아보여서 만족합니다,5,"23,900",1.0
447,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"디자인이 화면으로 볼때보다 훨씬 더 귀여워요^^ 촉감도, 사이즈도 만족입니다.",5,"23,900",1.0
448,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,저번에사서 구매했는데 너무좋아요. 다음 배송이 엄청 느리긴한데,5,"23,900",0.5
449,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인 예쁘고 부드럽고 좋아요 얇아서 외출할때 부피가 작아서 편해요,5,"23,900",1.0
450,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,어린이집에 보낼려구 삿는데 크기도 적당하고 좋아요!!,5,"23,900",1.0
451,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부드럽고 좋아요 생각보다 덜핑크인데 원단 너무 좋아요,4,"23,900",1.0
452,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,빠른배송감사합니다~!!,5,"23,900",0.0
453,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인두 이뿌구 아가가 잘사용할것 같아요 재질도 딱입니다^^,5,"23,900",1.0
454,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,좋아요 배송도 빠르고 만족입니다,3,"23,900",0.5
455,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다두꺼웠어요 재질도 좋구 잘사용할게요^^,5,"23,900",0.5
456,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,배송이 오래걸렸어요 이불은 포장이 잘되어서 왔어요 색이 마음에 들어요 가벼운거 같아요,5,"23,900",0.25
457,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,보들보들 부드러워 아기가 잘때 잘 덮어주었어요~ 촉감 좋네요! 세탁도 편하고 굳굳!!,5,"23,900",1.0
458,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아직 써보진 않았지만 좋을거같아요 두껍지않아서 가볍고 좋네요,3,"23,900",1.0
459,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다 더 얇네요~^^ 저는 얅고 따뜻한걸 원했어서~^^ 저는 좋아용~~써보고 따뜻하면 추가로 주문할께용~~^^,5,"23,900",1.0
460,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,겨울에 가볍게 덮을 용으로 샀는데 만족해요.,5,"23,900",1.0
461,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"아기 이불로 주문했어요, 부들부들하니 좋아하네요",5,"23,900",1.0
462,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,색상도 너무 이뿌고. 꽃무늬 아기가 너무 좋아해요. 너무 두껍지 않아서 더 좋아요,5,"23,900",1.0
463,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,아기가 보들보들 정말 좋아해요,5,"23,900",1.0
